"train_1","1050","0.2778286933898926"
"train_2","1000","0.2693774700164795"
"train_1","1050","0.3487849235534668"
"train_2","1000","0.3413429260253906"
"train_1","1050","0.3088088035583496"
"train_2","1000","0.36446118354797363"
"train_1","1050","0.2878236770629883"
"train_2","1000","0.3035116195678711"
"train_1","1050","0.267836332321167"
"train_2","1000","0.2758314609527588"
"train_1","1050","0.261843204498291"
"train_2","1000","0.26483750343322754"
"train_1","1050","0.29581689834594727"
"train_2","1000","0.27283573150634766"
"train_1","1050","0.3008146286010742"
"train_2","1000","0.293381929397583"
"train_1","1050","0.31380772590637207"
"train_2","1000","0.31180620193481445"
"train_1","1050","0.2888147830963135"
"train_2","1000","0.28482556343078613"
"train_1","1050","0.2988154888153076"
"train_2","1000","0.3547792434692383"
"train_1","1050","0.291820764541626"
"train_2","1000","0.2896099090576172"
